NAICS_TITLE,OCC_TITLE,TOT_EMP,A_MEAN,year
General Medical and Surgical Hospitals,"Hairdressers, hairstylists, and cosmetologists",140,26930,2003-05-01
General Medical and Surgical Hospitals,Baggage porters and bellhops,190,20690,2003-05-01
General Medical and Surgical Hospitals,Concierges,90,23590,2003-05-01
General Medical and Surgical Hospitals,"Transportation attendants, except flight attendants and baggage porters",100,22470,2003-05-01
General Medical and Surgical Hospitals,Child care workers,5460,18640,2003-05-01
General Medical and Surgical Hospitals,Personal and home care aides,3620,18090,2003-05-01
General Medical and Surgical Hospitals,Fitness trainers and aerobics instructors,4590,31050,2003-05-01
General Medical and Surgical Hospitals,Recreation workers,2660,22880,2003-05-01
General Medical and Surgical Hospitals,Residential advisors,690,26580,2003-05-01
General Medical and Surgical Hospitals,Sales and related occupations,12100,26500,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of retail sales workers,880,35690,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of non-retail sales workers,110,53660,2003-05-01
General Medical and Surgical Hospitals,Cashiers,8580,22230,2003-05-01
General Medical and Surgical Hospitals,Counter and rental clerks,40,19480,2003-05-01
General Medical and Surgical Hospitals,Retail salespersons,1000,21290,2003-05-01
General Medical and Surgical Hospitals,"Sales representatives, wholesale and manufacturing, technical and scientific products",50,54250,2003-05-01
General Medical and Surgical Hospitals,Office and administrative support occupations,741410,27060,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of office and administrative support workers,39780,41520,2003-05-01
General Medical and Surgical Hospitals,"Switchboard operators, including answering service",23980,22340,2003-05-01
General Medical and Surgical Hospitals,Telephone operators,1330,26630,2003-05-01
General Medical and Surgical Hospitals,Bill and account collectors,21970,26840,2003-05-01
General Medical and Surgical Hospitals,Billing and posting clerks and machine operators,40150,26770,2003-05-01
General Medical and Surgical Hospitals,"Bookkeeping, accounting, and auditing clerks",28750,28340,2003-05-01
General Medical and Surgical Hospitals,Payroll and timekeeping clerks,5620,30070,2003-05-01
General Medical and Surgical Hospitals,Procurement clerks,3100,27110,2003-05-01
General Medical and Surgical Hospitals,Tellers,190,23420,2003-05-01
General Medical and Surgical Hospitals,Correspondence clerks,500,25400,2003-05-01
General Medical and Surgical Hospitals,"Credit authorizers, checkers, and clerks",1330,33100,2003-05-01
General Medical and Surgical Hospitals,Customer service representatives,25690,27040,2003-05-01
General Medical and Surgical Hospitals,"Eligibility interviewers, government programs",1330,32860,2003-05-01
General Medical and Surgical Hospitals,File clerks,22750,22510,2003-05-01
General Medical and Surgical Hospitals,"Hotel, motel, and resort desk clerks",80,23160,2003-05-01
General Medical and Surgical Hospitals,"Interviewers, except eligibility and loan",73930,24850,2003-05-01
General Medical and Surgical Hospitals,"Library assistants, clerical",900,24190,2003-05-01
General Medical and Surgical Hospitals,Loan interviewers and clerks,260,27200,2003-05-01
General Medical and Surgical Hospitals,Order clerks,870,24670,2003-05-01
General Medical and Surgical Hospitals,"Human resources assistants, except payroll and timekeeping",8800,29510,2003-05-01
General Medical and Surgical Hospitals,Receptionists and information clerks,42520,23470,2003-05-01
General Medical and Surgical Hospitals,Couriers and messengers,6960,21300,2003-05-01
General Medical and Surgical Hospitals,"Police, fire, and ambulance dispatchers",1190,27130,2003-05-01
General Medical and Surgical Hospitals,"Dispatchers, except police, fire, and ambulance",1120,26530,2003-05-01
General Medical and Surgical Hospitals,"Production, planning, and expediting clerks",4970,30720,2003-05-01
General Medical and Surgical Hospitals,"Shipping, receiving, and traffic clerks",4820,24150,2003-05-01
General Medical and Surgical Hospitals,Stock clerks and order fillers,24890,24480,2003-05-01
General Medical and Surgical Hospitals,"Weighers, measurers, checkers, and samplers, recordkeeping",190,27320,2003-05-01
General Medical and Surgical Hospitals,Executive secretaries and administrative assistants,38330,34700,2003-05-01
General Medical and Surgical Hospitals,Legal secretaries,150,29270,2003-05-01
General Medical and Surgical Hospitals,Medical secretaries,80260,26470,2003-05-01
General Medical and Surgical Hospitals,"Secretaries, except legal, medical, and executive",69710,27200,2003-05-01
General Medical and Surgical Hospitals,Computer operators,6480,29590,2003-05-01
General Medical and Surgical Hospitals,Data entry keyers,6460,24900,2003-05-01
General Medical and Surgical Hospitals,Word processors and typists,4620,27280,2003-05-01
General Medical and Surgical Hospitals,Desktop publishers,70,35960,2003-05-01
General Medical and Surgical Hospitals,Insurance claims and policy processing clerks,3050,27830,2003-05-01
General Medical and Surgical Hospitals,"Mail clerks and mail machine operators, except postal service",2190,24730,2003-05-01
General Medical and Surgical Hospitals,"Office clerks, general",115690,24710,2003-05-01
General Medical and Surgical Hospitals,"Office machine operators, except computer",940,25220,2003-05-01
General Medical and Surgical Hospitals,Proofreaders and copy markers,70,27130,2003-05-01
General Medical and Surgical Hospitals,Statistical assistants,890,29830,2003-05-01
General Medical and Surgical Hospitals,Construction and extraction occupations,13020,43020,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of construction trades and extraction workers,970,60000,2003-05-01
General Medical and Surgical Hospitals,Boilermakers,180,41610,2003-05-01
General Medical and Surgical Hospitals,Brickmasons and blockmasons,30,44370,2003-05-01
General Medical and Surgical Hospitals,Carpenters,2670,42250,2003-05-01
General Medical and Surgical Hospitals,Floor sanders and finishers,80,28720,2003-05-01
General Medical and Surgical Hospitals,Cement masons and concrete finishers,40,56150,2003-05-01
General Medical and Surgical Hospitals,Construction laborers,410,37880,2003-05-01
General Medical and Surgical Hospitals,Operating engineers and other construction equipment operators,40,26210,2003-05-01
General Medical and Surgical Hospitals,Electricians,3370,43440,2003-05-01
General Medical and Surgical Hospitals,"Painters, construction and maintenance",2110,39300,2003-05-01
General Medical and Surgical Hospitals,Paperhangers,30,38480,2003-05-01
General Medical and Surgical Hospitals,"Plumbers, pipefitters, and steamfitters",2110,43990,2003-05-01
General Medical and Surgical Hospitals,Plasterers and stucco masons,80,43690,2003-05-01
General Medical and Surgical Hospitals,Sheet metal workers,60,54880,2003-05-01
General Medical and Surgical Hospitals,Helpers--carpenters,50,21990,2003-05-01
General Medical and Surgical Hospitals,Helpers--electricians,90,39530,2003-05-01
General Medical and Surgical Hospitals,Hazardous materials removal workers,50,28590,2003-05-01
General Medical and Surgical Hospitals,"Installation, maintenance, and repair occupations",48450,34550,2003-05-01
General Medical and Surgical Hospitals,"First-line supervisors/managers of mechanics, installers, and repairers",3050,49410,2003-05-01
General Medical and Surgical Hospitals,"Computer, automated teller, and office machine repairers",330,39560,2003-05-01
General Medical and Surgical Hospitals,"Telecommunications equipment installers and repairers, except line installers",570,41010,2003-05-01
General Medical and Surgical Hospitals,"Electric motor, power tool, and related repairers",60,34870,2003-05-01
General Medical and Surgical Hospitals,"Electrical and electronics repairers, commercial and industrial equipment",120,43990,2003-05-01
General Medical and Surgical Hospitals,Security and fire alarm systems installers,40,42030,2003-05-01
General Medical and Surgical Hospitals,Aircraft mechanics and service technicians,30,46950,2003-05-01
General Medical and Surgical Hospitals,Automotive service technicians and mechanics,150,36540,2003-05-01
General Medical and Surgical Hospitals,Bus and truck mechanics and diesel engine specialists,40,27440,2003-05-01
General Medical and Surgical Hospitals,"Heating, air conditioning, and refrigeration mechanics and installers",3030,38520,2003-05-01
General Medical and Surgical Hospitals,Industrial machinery mechanics,350,34380,2003-05-01
General Medical and Surgical Hospitals,"Maintenance and repair workers, general",32710,31720,2003-05-01
General Medical and Surgical Hospitals,"Maintenance workers, machinery",550,33090,2003-05-01
General Medical and Surgical Hospitals,Telecommunications line installers and repairers,60,36140,2003-05-01
General Medical and Surgical Hospitals,Camera and photographic equipment repairers,30,28100,2003-05-01
General Medical and Surgical Hospitals,Medical equipment repairers,5500,41320,2003-05-01
General Medical and Surgical Hospitals,Commercial divers,50,29740,2003-05-01
General Medical and Surgical Hospitals,Locksmiths and safe repairers,230,40410,2003-05-01
General Medical and Surgical Hospitals,"Helpers--installation, maintenance, and repair workers",620,24310,2003-05-01
General Medical and Surgical Hospitals,Production occupations,27220,28580,2003-05-01
General Medical and Surgical Hospitals,First-line supervisors/managers of production and operating workers,1430,44750,2003-05-01
General Medical and Surgical Hospitals,Electrical and electronic equipment assemblers,60,21100,2003-05-01
General Medical and Surgical Hospitals,Bakers,400,25210,2003-05-01
General Medical and Surgical Hospitals,Machinists,50,47540,2003-05-01
General Medical and Surgical Hospitals,Job printers,370,32170,2003-05-01
General Medical and Surgical Hospitals,Prepress technicians and workers,50,29370,2003-05-01
General Medical and Surgical Hospitals,Printing machine operators,260,29530,2003-05-01
General Medical and Surgical Hospitals,Laundry and dry-cleaning workers,15550,19810,2003-05-01
General Medical and Surgical Hospitals,"Pressers, textile, garment, and related materials",250,21150,2003-05-01
General Medical and Surgical Hospitals,Sewing machine operators,60,25590,2003-05-01
General Medical and Surgical Hospitals,"Sewers, hand",30,26660,2003-05-01
General Medical and Surgical Hospitals,"Tailors, dressmakers, and custom sewers",40,23160,2003-05-01
General Medical and Surgical Hospitals,Power plant operators,350,39920,2003-05-01
General Medical and Surgical Hospitals,Stationary engineers and boiler operators,6500,44840,2003-05-01
General Medical and Surgical Hospitals,"Furnace, kiln, oven, drier, and kettle operators and tenders",70,32860,2003-05-01
General Medical and Surgical Hospitals,"Inspectors, testers, sorters, samplers, and weighers",50,37020,2003-05-01
General Medical and Surgical Hospitals,Medical appliance technicians,320,33010,2003-05-01
